#{'API version': '1.0.5', 'Channels': [1], 'Channels indexes mV': [6], 'Channels indexes raw': [5], 'Channels labels': ['AI1_raw', 'AI1_mv'], 'Device': '/dev/cu.ScientISST-32-22', 'Firmware version': '1.0', 'Header': ['NSeq', 'I1', 'I2', 'O1', 'O2', 'AI1_raw', 'AI1_mv'], 'ISO 8601': '2023-01-06T10:54:03.004327', 'Resolution (bits)': [4, 1, 1, 1, 1, 12], 'Sampling rate (Hz)': 10, 'Timestamp': 1673002443.004327}
#NSeq	I1	I2	O1	O2	AI1_raw	AI1_mv
2	0	0	0	0	448	615
3	0	0	0	0	448	615
4	0	0	0	0	448	615
5	0	0	0	0	442	611
6	0	0	0	0	447	615
7	0	0	0	0	432	601
8	0	0	0	0	443	611
9	0	0	0	0	402	577
10	0	0	0	0	446	615
11	0	0	0	0	448	615
12	0	0	0	0	447	615
13	0	0	0	0	447	615
14	0	0	0	0	443	611
15	0	0	0	0	444	611
0	0	0	0	0	446	615
1	0	0	0	0	445	611
2	0	0	0	0	445	611
3	0	0	0	0	446	615
4	0	0	0	0	445	611
5	0	0	0	0	430	601
6	0	0	0	0	396	574
7	0	0	0	0	367	550
8	0	0	0	0	446	615
9	0	0	0	0	351	537
10	0	0	0	0	443	611
11	0	0	0	0	365	547
12	0	0	0	0	443	611
13	0	0	0	0	447	615
14	0	0	0	0	446	615
15	0	0	0	0	445	611
0	0	0	0	0	447	615
1	0	0	0	0	443	611
2	0	0	0	0	444	611
3	0	0	0	0	443	611
4	0	0	0	0	448	615
5	0	0	0	0	447	615
6	0	0	0	0	449	615
7	0	0	0	0	448	615
8	0	0	0	0	445	611
9	0	0	0	0	447	615
10	0	0	0	0	448	615
11	0	0	0	0	446	615
12	0	0	0	0	448	615
13	0	0	0	0	446	615
14	0	0	0	0	445	611
15	0	0	0	0	447	615
0	0	0	0	0	445	611
1	0	0	0	0	447	615
2	0	0	0	0	445	611
3	0	0	0	0	446	615
4	0	0	0	0	448	615
5	0	0	0	0	447	615
6	0	0	0	0	447	615
7	0	0	0	0	448	615
8	0	0	0	0	448	615
9	0	0	0	0	448	615
10	0	0	0	0	447	615
11	0	0	0	0	446	615
12	0	0	0	0	447	615
13	0	0	0	0	447	615
14	0	0	0	0	446	615
15	0	0	0	0	448	615
0	0	0	0	0	445	611
1	0	0	0	0	446	615
2	0	0	0	0	446	615
3	0	0	0	0	443	611
4	0	0	0	0	446	615
5	0	0	0	0	448	615
6	0	0	0	0	447	615
7	0	0	0	0	442	611
8	0	0	0	0	439	608
9	0	0	0	0	442	611
10	0	0	0	0	444	611
11	0	0	0	0	444	611
12	0	0	0	0	446	615
13	0	0	0	0	443	611
14	0	0	0	0	445	611
15	0	0	0	0	446	615
0	0	0	0	0	445	611
1	0	0	0	0	443	611
2	0	0	0	0	445	611
3	0	0	0	0	442	611
4	0	0	0	0	445	611
5	0	0	0	0	445	611
6	0	0	0	0	446	615
7	0	0	0	0	444	611
8	0	0	0	0	448	615
9	0	0	0	0	446	615
10	0	0	0	0	445	611
11	0	0	0	0	446	615
12	0	0	0	0	448	615
13	0	0	0	0	445	611
14	0	0	0	0	446	615
15	0	0	0	0	445	611
0	0	0	0	0	446	615
1	0	0	0	0	444	611
