#{'API version': '1.0.5', 'Channels': [1], 'Channels indexes mV': [6], 'Channels indexes raw': [5], 'Channels labels': ['AI1_raw', 'AI1_mv'], 'Device': '/dev/cu.ScientISST-32-22', 'Firmware version': '1.0', 'Header': ['NSeq', 'I1', 'I2', 'O1', 'O2', 'AI1_raw', 'AI1_mv'], 'ISO 8601': '2023-01-06T10:54:58.367491', 'Resolution (bits)': [4, 1, 1, 1, 1, 12], 'Sampling rate (Hz)': 10, 'Timestamp': 1673002498.367491}
#NSeq	I1	I2	O1	O2	AI1_raw	AI1_mv
4	0	0	0	0	1136	1169
5	0	0	0	0	1184	1206
6	0	0	0	0	1280	1284
7	0	0	0	0	963	1029
8	0	0	0	0	1189	1213
9	0	0	0	0	911	989
10	0	0	0	0	873	958
11	0	0	0	0	909	985
12	0	0	0	0	541	689
13	0	0	0	0	489	649
14	0	0	0	0	523	676
15	0	0	0	0	466	628
0	0	0	0	0	459	625
1	0	0	0	0	447	615
2	0	0	0	0	448	615
3	0	0	0	0	448	615
4	0	0	0	0	448	615
5	0	0	0	0	449	615
6	0	0	0	0	447	615
7	0	0	0	0	448	615
8	0	0	0	0	445	611
9	0	0	0	0	447	615
10	0	0	0	0	448	615
11	0	0	0	0	445	611
12	0	0	0	0	447	615
13	0	0	0	0	446	615
14	0	0	0	0	446	615
15	0	0	0	0	448	615
0	0	0	0	0	446	615
1	0	0	0	0	446	615
2	0	0	0	0	447	615
3	0	0	0	0	447	615
4	0	0	0	0	447	615
5	0	0	0	0	448	615
6	0	0	0	0	451	618
7	0	0	0	0	446	615
8	0	0	0	0	447	615
9	0	0	0	0	447	615
10	0	0	0	0	445	611
11	0	0	0	0	447	615
12	0	0	0	0	448	615
13	0	0	0	0	447	615
14	0	0	0	0	447	615
15	0	0	0	0	446	615
0	0	0	0	0	447	615
1	0	0	0	0	447	615
2	0	0	0	0	449	615
3	0	0	0	0	448	615
4	0	0	0	0	446	615
5	0	0	0	0	448	615
6	0	0	0	0	448	615
7	0	0	0	0	448	615
8	0	0	0	0	446	615
9	0	0	0	0	447	615
10	0	0	0	0	446	615
11	0	0	0	0	446	615
12	0	0	0	0	445	611
13	0	0	0	0	445	611
14	0	0	0	0	448	615
15	0	0	0	0	447	615
0	0	0	0	0	445	611
1	0	0	0	0	447	615
2	0	0	0	0	448	615
3	0	0	0	0	448	615
4	0	0	0	0	449	615
5	0	0	0	0	448	615
6	0	0	0	0	448	615
7	0	0	0	0	446	615
8	0	0	0	0	448	615
9	0	0	0	0	449	615
10	0	0	0	0	449	615
11	0	0	0	0	448	615
12	0	0	0	0	449	615
13	0	0	0	0	448	615
14	0	0	0	0	448	615
15	0	0	0	0	448	615
0	0	0	0	0	448	615
1	0	0	0	0	447	615
2	0	0	0	0	447	615
3	0	0	0	0	448	615
4	0	0	0	0	447	615
5	0	0	0	0	446	615
6	0	0	0	0	447	615
7	0	0	0	0	451	618
8	0	0	0	0	448	615
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	448	615
15	0	0	0	0	448	615
0	0	0	0	0	447	615
1	0	0	0	0	448	615
2	0	0	0	0	448	615
3	0	0	0	0	450	618
4	0	0	0	0	448	615
5	0	0	0	0	447	615
6	0	0	0	0	449	615
7	0	0	0	0	448	615
8	0	0	0	0	449	615
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	450	618
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	449	615
15	0	0	0	0	448	615
0	0	0	0	0	448	615
1	0	0	0	0	448	615
2	0	0	0	0	449	615
3	0	0	0	0	450	618
4	0	0	0	0	448	615
5	0	0	0	0	448	615
6	0	0	0	0	448	615
7	0	0	0	0	448	615
8	0	0	0	0	449	615
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	449	615
15	0	0	0	0	449	615
0	0	0	0	0	448	615
1	0	0	0	0	448	615
2	0	0	0	0	449	615
3	0	0	0	0	447	615
4	0	0	0	0	450	618
5	0	0	0	0	449	615
6	0	0	0	0	448	615
7	0	0	0	0	450	618
8	0	0	0	0	450	618
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	449	615
15	0	0	0	0	446	615
0	0	0	0	0	450	618
1	0	0	0	0	448	615
2	0	0	0	0	449	615
3	0	0	0	0	447	615
4	0	0	0	0	448	615
5	0	0	0	0	449	615
6	0	0	0	0	448	615
7	0	0	0	0	448	615
8	0	0	0	0	448	615
9	0	0	0	0	447	615
10	0	0	0	0	447	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	447	615
14	0	0	0	0	447	615
15	0	0	0	0	448	615
0	0	0	0	0	448	615
1	0	0	0	0	447	615
2	0	0	0	0	449	615
3	0	0	0	0	447	615
4	0	0	0	0	447	615
5	0	0	0	0	445	611
6	0	0	0	0	445	611
7	0	0	0	0	448	615
8	0	0	0	0	447	615
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	449	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	446	615
15	0	0	0	0	447	615
0	0	0	0	0	445	611
1	0	0	0	0	448	615
2	0	0	0	0	449	615
3	0	0	0	0	448	615
4	0	0	0	0	447	615
5	0	0	0	0	447	615
6	0	0	0	0	447	615
7	0	0	0	0	448	615
8	0	0	0	0	455	622
9	0	0	0	0	446	615
10	0	0	0	0	447	615
11	0	0	0	0	446	615
12	0	0	0	0	446	615
13	0	0	0	0	448	615
14	0	0	0	0	448	615
15	0	0	0	0	448	615
0	0	0	0	0	448	615
1	0	0	0	0	446	615
2	0	0	0	0	447	615
3	0	0	0	0	448	615
4	0	0	0	0	446	615
5	0	0	0	0	448	615
6	0	0	0	0	445	611
7	0	0	0	0	448	615
8	0	0	0	0	447	615
9	0	0	0	0	446	615
10	0	0	0	0	447	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	447	615
14	0	0	0	0	450	618
15	0	0	0	0	447	615
0	0	0	0	0	447	615
1	0	0	0	0	448	615
2	0	0	0	0	448	615
3	0	0	0	0	447	615
4	0	0	0	0	449	615
5	0	0	0	0	448	615
6	0	0	0	0	449	615
7	0	0	0	0	448	615
8	0	0	0	0	450	618
9	0	0	0	0	449	615
10	0	0	0	0	447	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	448	615
15	0	0	0	0	448	615
0	0	0	0	0	448	615
1	0	0	0	0	448	615
2	0	0	0	0	449	615
3	0	0	0	0	448	615
4	0	0	0	0	1970	1842
5	0	0	0	0	1776	1685
6	0	0	0	0	1498	1461
7	0	0	0	0	1583	1529
8	0	0	0	0	1570	1519
9	0	0	0	0	1521	1478
10	0	0	0	0	1314	1312
11	0	0	0	0	1227	1244
12	0	0	0	0	1313	1312
13	0	0	0	0	1360	1349
14	0	0	0	0	1313	1312
15	0	0	0	0	1335	1329
0	0	0	0	0	1434	1410
1	0	0	0	0	1584	1529
2	0	0	0	0	1607	1549
3	0	0	0	0	1531	1488
4	0	0	0	0	1851	1743
5	0	0	0	0	1424	1400
6	0	0	0	0	1757	1668
7	0	0	0	0	1751	1665
8	0	0	0	0	1890	1777
9	0	0	0	0	1861	1753
10	0	0	0	0	1872	1760
11	0	0	0	0	2210	2032
12	0	0	0	0	2256	2069
13	0	0	0	0	2438	2216
14	0	0	0	0	2576	2328
15	0	0	0	0	2691	2420
0	0	0	0	0	2730	2454
1	0	0	0	0	3185	2817
2	0	0	0	0	3180	2814
3	0	0	0	0	3383	2977
4	0	0	0	0	3738	3263
5	0	0	0	0	3687	3222
6	0	0	0	0	3761	3283
7	0	0	0	0	3779	3297
8	0	0	0	0	3776	3293
9	0	0	0	0	3774	3293
10	0	0	0	0	3766	3286
11	0	0	0	0	3767	3286
12	0	0	0	0	3774	3293
13	0	0	0	0	3779	3297
14	0	0	0	0	3767	3286
15	0	0	0	0	3768	3286
0	0	0	0	0	3774	3293
1	0	0	0	0	3767	3286
2	0	0	0	0	3774	3293
3	0	0	0	0	3771	3290
4	0	0	0	0	3769	3290
5	0	0	0	0	3770	3290
6	0	0	0	0	3772	3290
7	0	0	0	0	3770	3290
8	0	0	0	0	3771	3290
9	0	0	0	0	3769	3290
10	0	0	0	0	3770	3290
11	0	0	0	0	3771	3290
12	0	0	0	0	3776	3293
13	0	0	0	0	3766	3286
14	0	0	0	0	3769	3290
15	0	0	0	0	3772	3290
0	0	0	0	0	3777	3297
1	0	0	0	0	3769	3290
2	0	0	0	0	3770	3290
3	0	0	0	0	3767	3286
4	0	0	0	0	3776	3293
5	0	0	0	0	3769	3290
6	0	0	0	0	3773	3293
7	0	0	0	0	3769	3290
8	0	0	0	0	3771	3290
9	0	0	0	0	3772	3290
10	0	0	0	0	3769	3290
11	0	0	0	0	3770	3290
12	0	0	0	0	3775	3293
13	0	0	0	0	3771	3290
14	0	0	0	0	3770	3290
15	0	0	0	0	3763	3283
0	0	0	0	0	3777	3297
1	0	0	0	0	3771	3290
2	0	0	0	0	3770	3290
3	0	0	0	0	3775	3293
4	0	0	0	0	3772	3290
5	0	0	0	0	3776	3293
6	0	0	0	0	3773	3293
7	0	0	0	0	3770	3290
8	0	0	0	0	3770	3290
9	0	0	0	0	3771	3290
10	0	0	0	0	3767	3286
11	0	0	0	0	3767	3286
12	0	0	0	0	3767	3286
13	0	0	0	0	3767	3286
14	0	0	0	0	3766	3286
15	0	0	0	0	3766	3286
0	0	0	0	0	3771	3290
1	0	0	0	0	3774	3293
2	0	0	0	0	3779	3297
3	0	0	0	0	3773	3293
4	0	0	0	0	3769	3290
5	0	0	0	0	3769	3290
6	0	0	0	0	3767	3286
7	0	0	0	0	3763	3283
8	0	0	0	0	3773	3293
9	0	0	0	0	3769	3290
10	0	0	0	0	3780	3297
11	0	0	0	0	3772	3290
12	0	0	0	0	3770	3290
13	0	0	0	0	3163	2800
14	0	0	0	0	3770	3290
15	0	0	0	0	3769	3290
0	0	0	0	0	3771	3290
1	0	0	0	0	447	615
2	0	0	0	0	447	615
3	0	0	0	0	449	615
4	0	0	0	0	448	615
5	0	0	0	0	448	615
6	0	0	0	0	449	615
7	0	0	0	0	448	615
8	0	0	0	0	448	615
9	0	0	0	0	784	887
10	0	0	0	0	2865	2562
11	0	0	0	0	3088	2739
12	0	0	0	0	3162	2800
13	0	0	0	0	3009	2678
14	0	0	0	0	3771	3290
15	0	0	0	0	3777	3297
0	0	0	0	0	3782	3300
1	0	0	0	0	3773	3293
2	0	0	0	0	3773	3293
3	0	0	0	0	3775	3293
4	0	0	0	0	3773	3293
5	0	0	0	0	3782	3300
6	0	0	0	0	3771	3290
7	0	0	0	0	3775	3293
8	0	0	0	0	3783	3300
9	0	0	0	0	3774	3293
10	0	0	0	0	3778	3297
11	0	0	0	0	3775	3293
12	0	0	0	0	3774	3293
13	0	0	0	0	3773	3293
14	0	0	0	0	3785	3300
15	0	0	0	0	3776	3293
0	0	0	0	0	3773	3293
1	0	0	0	0	3770	3290
2	0	0	0	0	3772	3290
3	0	0	0	0	3601	3154
4	0	0	0	0	3273	2889
5	0	0	0	0	3088	2739
6	0	0	0	0	2921	2607
7	0	0	0	0	2613	2358
8	0	0	0	0	2570	2324
9	0	0	0	0	2653	2389
10	0	0	0	0	2339	2137
11	0	0	0	0	2545	2304
12	0	0	0	0	2482	2253
13	0	0	0	0	2188	2015
14	0	0	0	0	2317	2120
15	0	0	0	0	2311	2114
0	0	0	0	0	2259	2073
1	0	0	0	0	2567	2321
2	0	0	0	0	2486	2256
3	0	0	0	0	2306	2110
4	0	0	0	0	2176	2005
5	0	0	0	0	1981	1849
6	0	0	0	0	1842	1736
7	0	0	0	0	446	615
8	0	0	0	0	448	615
9	0	0	0	0	449	615
10	0	0	0	0	448	615
11	0	0	0	0	447	615
12	0	0	0	0	448	615
13	0	0	0	0	448	615
14	0	0	0	0	448	615
15	0	0	0	0	450	618
0	0	0	0	0	447	615
1	0	0	0	0	447	615
2	0	0	0	0	447	615
3	0	0	0	0	448	615
4	0	0	0	0	446	615
5	0	0	0	0	448	615
6	0	0	0	0	448	615
7	0	0	0	0	448	615
8	0	0	0	0	448	615
9	0	0	0	0	448	615
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	447	615
13	0	0	0	0	447	615
14	0	0	0	0	874	958
15	0	0	0	0	508	662
0	0	0	0	0	496	652
1	0	0	0	0	524	676
2	0	0	0	0	477	639
3	0	0	0	0	455	622
4	0	0	0	0	460	625
5	0	0	0	0	449	615
6	0	0	0	0	449	615
7	0	0	0	0	447	615
8	0	0	0	0	448	615
9	0	0	0	0	450	618
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	448	615
13	0	0	0	0	447	615
14	0	0	0	0	448	615
15	0	0	0	0	447	615
0	0	0	0	0	446	615
1	0	0	0	0	448	615
2	0	0	0	0	448	615
3	0	0	0	0	448	615
4	0	0	0	0	448	615
5	0	0	0	0	448	615
6	0	0	0	0	449	615
7	0	0	0	0	447	615
8	0	0	0	0	449	615
9	0	0	0	0	446	615
10	0	0	0	0	448	615
11	0	0	0	0	448	615
12	0	0	0	0	446	615
13	0	0	0	0	446	615
14	0	0	0	0	447	615
15	0	0	0	0	447	615
0	0	0	0	0	447	615
1	0	0	0	0	448	615
2	0	0	0	0	447	615
3	0	0	0	0	448	615
4	0	0	0	0	448	615
5	0	0	0	0	448	615
6	0	0	0	0	446	615
7	0	0	0	0	446	615
