#{'API version': '1.0.5', 'Channels': [1], 'Channels indexes mV': [6], 'Channels indexes raw': [5], 'Channels labels': ['AI1_raw', 'AI1_mv'], 'Device': '/dev/cu.ScientISST-54-96', 'Firmware version': '1.0', 'Header': ['NSeq', 'I1', 'I2', 'O1', 'O2', 'AI1_raw', 'AI1_mv'], 'ISO 8601': '2023-01-06T10:58:58.990748', 'Resolution (bits)': [4, 1, 1, 1, 1, 12], 'Sampling rate (Hz)': 10, 'Timestamp': 1673002738.990748}
#NSeq	I1	I2	O1	O2	AI1_raw	AI1_mv
10	0	0	0	0	1807	1719
11	0	0	0	0	1791	1706
12	0	0	0	0	1800	1713
13	0	0	0	0	1797	1709
14	0	0	0	0	1796	1709
15	0	0	0	0	1797	1709
0	0	0	0	0	1791	1706
1	0	0	0	0	1783	1699
2	0	0	0	0	1783	1699
3	0	0	0	0	1779	1696
4	0	0	0	0	1778	1696
5	0	0	0	0	1778	1696
6	0	0	0	0	1778	1696
7	0	0	0	0	1777	1696
8	0	0	0	0	1777	1696
9	0	0	0	0	1777	1696
10	0	0	0	0	1776	1692
11	0	0	0	0	1776	1692
12	0	0	0	0	1776	1692
13	0	0	0	0	1776	1692
14	0	0	0	0	1776	1692
15	0	0	0	0	1776	1692
0	0	0	0	0	1776	1692
1	0	0	0	0	1776	1692
2	0	0	0	0	1777	1696
3	0	0	0	0	1776	1692
4	0	0	0	0	1776	1692
5	0	0	0	0	1777	1696
6	0	0	0	0	1778	1696
7	0	0	0	0	1776	1692
8	0	0	0	0	1776	1692
9	0	0	0	0	1776	1692
10	0	0	0	0	1776	1692
11	0	0	0	0	1777	1696
12	0	0	0	0	1778	1696
13	0	0	0	0	1776	1692
14	0	0	0	0	1776	1692
15	0	0	0	0	1776	1692
0	0	0	0	0	1774	1692
1	0	0	0	0	1777	1696
2	0	0	0	0	1776	1692
3	0	0	0	0	1776	1692
4	0	0	0	0	1777	1696
5	0	0	0	0	1776	1692
6	0	0	0	0	1776	1692
7	0	0	0	0	1777	1696
8	0	0	0	0	1776	1692
9	0	0	0	0	1778	1696
10	0	0	0	0	1777	1696
11	0	0	0	0	1780	1696
12	0	0	0	0	1788	1702
13	0	0	0	0	1842	1747
14	0	0	0	0	1712	1641
15	0	0	0	0	1257	1274
0	0	0	0	0	816	914
1	0	0	0	0	810	910
2	0	0	0	0	802	904
3	0	0	0	0	803	904
4	0	0	0	0	799	900
5	0	0	0	0	802	904
6	0	0	0	0	795	897
7	0	0	0	0	789	893
8	0	0	0	0	976	1046
9	0	0	0	0	959	1033
10	0	0	0	0	958	1029
11	0	0	0	0	1095	1142
12	0	0	0	0	1102	1148
13	0	0	0	0	1093	1138
14	0	0	0	0	1104	1148
15	0	0	0	0	1129	1169
0	0	0	0	0	1142	1179
1	0	0	0	0	1163	1196
2	0	0	0	0	1166	1199
3	0	0	0	0	1161	1196
4	0	0	0	0	1152	1189
5	0	0	0	0	1139	1176
6	0	0	0	0	1138	1176
7	0	0	0	0	1170	1203
8	0	0	0	0	1168	1199
9	0	0	0	0	1170	1203
10	0	0	0	0	1253	1271
11	0	0	0	0	1862	1764
12	0	0	0	0	1803	1716
13	0	0	0	0	1780	1696
14	0	0	0	0	1779	1696
15	0	0	0	0	1779	1696
0	0	0	0	0	1783	1699
1	0	0	0	0	1775	1692
2	0	0	0	0	1776	1692
3	0	0	0	0	1776	1692
4	0	0	0	0	1773	1692
5	0	0	0	0	1770	1689
6	0	0	0	0	1768	1685
7	0	0	0	0	1742	1665
8	0	0	0	0	1751	1672
9	0	0	0	0	1717	1645
10	0	0	0	0	1628	1573
11	0	0	0	0	1567	1522
12	0	0	0	0	1530	1495
13	0	0	0	0	1565	1522
14	0	0	0	0	1519	1485
15	0	0	0	0	1499	1468
0	0	0	0	0	1489	1461
1	0	0	0	0	1483	1454
2	0	0	0	0	1472	1447
3	0	0	0	0	1473	1447
4	0	0	0	0	1471	1447
5	0	0	0	0	1467	1444
6	0	0	0	0	1470	1444
7	0	0	0	0	1476	1451
8	0	0	0	0	1639	1583
9	0	0	0	0	1754	1675
10	0	0	0	0	1767	1685
11	0	0	0	0	1766	1685
12	0	0	0	0	1767	1685
13	0	0	0	0	1771	1689
14	0	0	0	0	1769	1689
15	0	0	0	0	1766	1685
0	0	0	0	0	1770	1689
1	0	0	0	0	1767	1685
2	0	0	0	0	1757	1679
3	0	0	0	0	1616	1563
4	0	0	0	0	711	829
5	0	0	0	0	713	832
6	0	0	0	0	711	829
7	0	0	0	0	714	832
8	0	0	0	0	715	832
9	0	0	0	0	714	832
10	0	0	0	0	711	829
11	0	0	0	0	714	832
12	0	0	0	0	715	832
13	0	0	0	0	715	832
14	0	0	0	0	717	836
15	0	0	0	0	714	832
0	0	0	0	0	714	832
1	0	0	0	0	713	832
2	0	0	0	0	711	829
3	0	0	0	0	714	832
4	0	0	0	0	1535	1498
5	0	0	0	0	1774	1692
6	0	0	0	0	1776	1692
7	0	0	0	0	1776	1692
8	0	0	0	0	1776	1692
9	0	0	0	0	1777	1696
10	0	0	0	0	1776	1692
11	0	0	0	0	1776	1692
12	0	0	0	0	1776	1692
13	0	0	0	0	1776	1692
14	0	0	0	0	1776	1692
15	0	0	0	0	1776	1692
0	0	0	0	0	1776	1692
1	0	0	0	0	1776	1692
2	0	0	0	0	1776	1692
3	0	0	0	0	1774	1692
4	0	0	0	0	1776	1692
5	0	0	0	0	1774	1692
6	0	0	0	0	1776	1692
7	0	0	0	0	1778	1696
8	0	0	0	0	1781	1696
9	0	0	0	0	1779	1696
10	0	0	0	0	1781	1696
11	0	0	0	0	1791	1706
12	0	0	0	0	2551	2321
13	0	0	0	0	2863	2573
14	0	0	0	0	2859	2569
15	0	0	0	0	2861	2573
0	0	0	0	0	2859	2569
1	0	0	0	0	2854	2566
2	0	0	0	0	2857	2569
3	0	0	0	0	2852	2566
4	0	0	0	0	2839	2556
5	0	0	0	0	2845	2559
6	0	0	0	0	2851	2562
7	0	0	0	0	2850	2562
8	0	0	0	0	2850	2562
9	0	0	0	0	2851	2562
10	0	0	0	0	2848	2562
11	0	0	0	0	2844	2559
12	0	0	0	0	2192	2029
13	0	0	0	0	1795	1709
14	0	0	0	0	1780	1696
15	0	0	0	0	1778	1696
0	0	0	0	0	1777	1696
1	0	0	0	0	1777	1696
2	0	0	0	0	1780	1696
3	0	0	0	0	1777	1696
4	0	0	0	0	1779	1696
5	0	0	0	0	1778	1696
6	0	0	0	0	1781	1696
7	0	0	0	0	1777	1696
8	0	0	0	0	1781	1696
9	0	0	0	0	1777	1696
10	0	0	0	0	1779	1696
11	0	0	0	0	1783	1699
12	0	0	0	0	1779	1696
13	0	0	0	0	1781	1696
14	0	0	0	0	1779	1696
15	0	0	0	0	1787	1702
0	0	0	0	0	1850	1753
1	0	0	0	0	2875	2583
2	0	0	0	0	2863	2573
3	0	0	0	0	2864	2576
4	0	0	0	0	2859	2569
5	0	0	0	0	2861	2573
6	0	0	0	0	2859	2569
7	0	0	0	0	2861	2573
8	0	0	0	0	2861	2573
9	0	0	0	0	2863	2573
10	0	0	0	0	2862	2573
11	0	0	0	0	2861	2573
12	0	0	0	0	2863	2573
13	0	0	0	0	2863	2573
14	0	0	0	0	2870	2579
15	0	0	0	0	2759	2491
0	0	0	0	0	1829	1736
1	0	0	0	0	1782	1699
2	0	0	0	0	1785	1699
3	0	0	0	0	1782	1699
4	0	0	0	0	1788	1702
5	0	0	0	0	1783	1699
6	0	0	0	0	1782	1699
7	0	0	0	0	1787	1702
8	0	0	0	0	1786	1702
9	0	0	0	0	1783	1699
10	0	0	0	0	1783	1699
11	0	0	0	0	1783	1699
12	0	0	0	0	1786	1702
13	0	0	0	0	1780	1696
14	0	0	0	0	1783	1699
15	0	0	0	0	1783	1699
0	0	0	0	0	1782	1699
1	0	0	0	0	1782	1699
2	0	0	0	0	1792	1706
3	0	0	0	0	1915	1804
4	0	0	0	0	2665	2413
5	0	0	0	0	2690	2433
6	0	0	0	0	2694	2437
7	0	0	0	0	2704	2443
8	0	0	0	0	2703	2443
9	0	0	0	0	2699	2440
10	0	0	0	0	2701	2443
11	0	0	0	0	2697	2440
12	0	0	0	0	2696	2440
13	0	0	0	0	2688	2433
14	0	0	0	0	2630	2386
15	0	0	0	0	2275	2097
0	0	0	0	0	1792	1706
1	0	0	0	0	1779	1696
2	0	0	0	0	1781	1696
3	0	0	0	0	1779	1696
4	0	0	0	0	1778	1696
5	0	0	0	0	1779	1696
6	0	0	0	0	1777	1696
7	0	0	0	0	1776	1692
8	0	0	0	0	1776	1692
9	0	0	0	0	1775	1692
10	0	0	0	0	1776	1692
11	0	0	0	0	1776	1692
12	0	0	0	0	1776	1692
13	0	0	0	0	1776	1692
14	0	0	0	0	1776	1692
15	0	0	0	0	1777	1696
0	0	0	0	0	1777	1696
1	0	0	0	0	1776	1692
2	0	0	0	0	1776	1692
3	0	0	0	0	1776	1692
4	0	0	0	0	1776	1692
5	0	0	0	0	1776	1692
6	0	0	0	0	1776	1692
7	0	0	0	0	1779	1696
8	0	0	0	0	1775	1692
9	0	0	0	0	1776	1692
10	0	0	0	0	1776	1692
11	0	0	0	0	1777	1696
12	0	0	0	0	1776	1692
13	0	0	0	0	1776	1692
14	0	0	0	0	1776	1692
15	0	0	0	0	1775	1692
0	0	0	0	0	1776	1692
1	0	0	0	0	1776	1692
2	0	0	0	0	1775	1692
3	0	0	0	0	1776	1692
