#scientisst_nseq	scientisst_raw_AI1	scientisst_raw_AI2	scientisst_raw_AI3	scientisst_raw_AI4	scientisst_raw_AI5	scientisst_raw_AI6
13	1889	0	934	749	766	1691
14	1887	0	939	752	763	1735
15	1887	0	939	752	759	1697
0	1892	0	935	751	763	1759
1	1884	0	941	751	763	1525
2	1886	0	939	750	763	1419
3	1884	0	941	748	757	2800
4	1885	0	941	742	755	3776
5	1883	0	943	738	753	3779
6	1890	0	944	738	755	1778
7	1883	0	944	741	759	1426
8	1883	0	946	739	763	1808
9	1884	0	944	740	769	1521
10	1881	0	943	739	769	1599
11	1882	0	944	742	768	1580
12	1889	0	944	737	771	1616
13	1882	0	943	736	769	1638
14	1883	0	944	738	772	1654
15	1887	0	943	733	774	1639
0	1888	0	939	731	772	1665
1	1879	0	938	733	771	1648
2	1881	0	934	732	765	1682
3	1883	0	942	734	766	1685
4	1882	0	943	737	765	1745
5	1885	0	941	741	766	1757
6	1881	0	943	741	765	1788
7	1881	0	938	742	757	1773
8	1878	0	942	741	758	1835
9	1884	0	943	742	762	1806
10	1883	0	944	739	768	1830
11	1877	0	944	738	769	1808
12	1881	0	944	741	768	1803
13	1880	0	938	741	771	1758
14	1878	0	937	737	769	1762
15	1879	0	933	731	763	1739
0	1877	0	933	731	764	1723
1	1879	0	931	730	762	1664
2	1878	0	935	727	763	1648
3	1882	0	943	728	768	1660
4	1883	0	941	731	769	1696
5	1879	0	943	737	773	1662
6	1877	0	944	738	772	1702
7	1875	0	944	741	775	1661
8	1883	0	942	742	776	1679
9	1881	0	940	742	775	1662
10	1877	0	939	743	774	1693
11	1879	0	944	745	771	1671
12	1877	0	940	746	769	1679
13	1874	0	942	743	768	1631
14	1875	0	941	738	769	1670
15	1878	0	935	741	771	1630
0	1882	0	944	736	771	1632
1	1875	0	940	731	771	1626
2	1876	0	942	730	771	1629
3	1875	0	941	726	781	1571
4	1878	0	943	723	774	1616
5	1878	0	938	727	778	1634
6	1878	0	938	726	774	1681
7	1878	0	943	727	782	1616
8	1875	0	944	725	777	1648
9	1875	0	939	721	781	1641
10	1877	0	944	723	781	1637
11	1883	0	943	729	779	1657
12	1877	0	941	729	783	1615
13	1877	0	941	726	781	1081
14	1875	0	939	725	783	1635
15	1875	0	942	724	779	3775
0	1874	0	937	723	781	3775
1	1872	0	933	729	779	3578
2	1876	0	941	723	779	873
3	1875	0	938	727	783	1668
4	1877	0	942	725	784	1623
5	1879	0	939	727	786	1466
6	1874	0	931	723	778	1546
7	1873	0	929	726	781	1509
8	1874	0	938	725	779	1598
9	1882	0	941	727	779	1529
10	1876	0	945	729	784	1607
11	1875	0	941	727	782	1611
12	1874	0	941	723	781	1638
13	1873	0	941	725	775	1636
14	1872	0	939	733	775	1680
15	1872	0	941	727	775	1680
0	1873	0	942	731	778	1757
1	1878	0	942	731	773	1764
2	1873	0	943	733	775	1819
3	1879	0	942	730	777	1835
4	1873	0	939	727	774	1900
5	1873	0	938	727	774	1900
6	1873	0	940	726	781	1941
7	1872	0	942	726	773	1904
8	1873	0	935	726	779	1907
9	1879	0	939	726	778	1840
10	1872	0	938	727	778	1852
11	1878	0	938	733	779	1760
12	1873	0	939	727	771	1718
13	1872	0	939	725	769	1630
14	1873	0	938	730	769	1629
15	1872	0	941	731	771	1582
0	1872	0	942	731	774	1629
1	1877	0	941	730	774	1617
2	1872	0	930	731	768	1648
3	1874	0	943	737	771	1623
4	1877	0	944	733	776	1687
5	1872	0	932	731	779	1645
6	1872	0	939	726	774	1687
7	1872	0	939	728	775	1666
8	1873	0	938	727	777	1697
9	1875	0	938	730	771	1634
10	1872	0	935	727	774	1651
11	1872	0	938	730	774	1615
12	1876	0	942	725	774	1629
13	1879	0	938	729	769	1619
14	1873	0	935	730	771	1648
15	1872	0	933	725	771	1621
0	1872	0	935	734	770	1653
1	1872	0	940	733	773	1619
2	1875	0	942	726	777	1681
3	1872	0	937	730	769	1629
4	1872	0	944	735	767	1610
5	1872	0	938	729	773	1107
6	1872	0	943	730	773	1417
7	1872	0	935	727	770	3643
8	1872	0	941	727	768	3775
9	1872	0	934	724	768	3781
10	1872	0	944	730	771	1037
11	1873	0	937	727	768	1570
12	1880	0	935	724	771	1646
13	1873	0	944	729	775	1447
14	1877	0	935	733	773	1580
15	1873	0	930	733	768	1520
0	1878	0	933	731	768	1584
1	1872	0	941	735	769	1570
2	1872	0	937	734	770	1619
3	1873	0	933	736	775	1635
4	1881	0	929	734	771	1650
5	1872	0	931	732	768	1670
6	1874	0	937	729	765	1712
7	1872	0	933	727	768	1697
8	1872	0	935	726	768	1778
9	1877	0	931	735	766	1776
10	1877	0	931	734	763	1839
11	1879	0	935	732	766	1885
12	1877	0	941	731	766	1934
13	1875	0	944	732	773	1927
14	1876	0	944	727	775	1958
15	1882	0	943	733	782	1893
0	1874	0	939	732	775	1916
1	1875	0	939	732	773	1863
2	1874	0	943	729	774	1838
3	1877	0	941	729	777	1739
4	1876	0	938	730	781	1703
5	1874	0	942	731	770	1619
6	1875	0	939	731	774	1616
7	1875	0	939	730	777	1575
8	1877	0	939	730	778	1616
9	1878	0	933	730	778	1614
10	1875	0	934	733	774	1634
11	1877	0	943	731	773	1601
12	1877	0	943	729	781	1674
13	1877	0	938	729	771	1661
14	1879	0	945	729	772	1680
15	1877	0	941	734	773	1650
0	1877	0	943	733	774	1671
1	1875	0	941	726	771	1648
2	1877	0	938	726	772	1664
3	1882	0	940	729	771	1594
4	1876	0	944	726	774	1626
5	1879	0	942	729	780	1575
6	1879	0	941	731	775	1616
7	1878	0	939	735	779	1581
8	1885	0	940	734	781	1645
9	1876	0	935	736	779	1603
10	1875	0	938	735	783	1648
11	1875	0	940	737	777	1584
12	1879	0	943	731	778	1651
13	1878	0	941	733	782	1593
14	1877	0	938	733	782	1168
15	1883	0	939	730	775	1008
0	1876	0	934	731	774	3184
1	1877	0	935	734	774	3773
2	1879	0	935	730	778	3787
3	1874	0	944	729	777	1824
4	1878	0	944	730	782	1205
5	1877	0	940	729	784	1689
6	1879	0	935	731	781	1402
7	1878	0	931	731	772	1483
8	1879	0	940	733	775	1489
9	1883	0	944	732	775	1450
10	1882	0	947	733	783	1527
11	1879	0	944	732	786	1505
12	1880	0	929	731	780	1533
13	1886	0	926	730	775	1535
14	1877	0	939	733	768	1600
15	1878	0	945	735	774	1571
0	1883	0	944	734	779	1619
1	1875	0	943	738	775	1610
2	1877	0	939	735	781	1668
3	1877	0	939	735	780	1659
4	1874	0	935	734	778	1722
5	1879	0	934	731	779	1728
6	1881	0	935	731	784	1779
7	1874	0	941	731	783	1744
8	1883	0	942	731	778	1756
9	1875	0	942	730	779	1718
10	1880	0	940	732	781	1740
11	1882	0	939	730	782	1677
12	1877	0	938	735	777	1670
13	1878	0	940	730	781	1616
14	1877	0	942	731	780	1633
15	1876	0	941	733	784	1584
0	1878	0	942	729	782	1629
1	1882	0	943	729	782	1595
2	1878	0	941	734	782	1643
3	1879	0	941	729	784	1633
4	1878	0	939	727	784	1670
5	1882	0	937	730	781	1647
6	1877	0	935	733	779	1687
7	1877	0	941	737	783	1639
8	1879	0	939	737	781	1682
9	1877	0	942	738	779	1648
10	1878	0	939	741	781	1654
11	1878	0	941	738	777	1630
12	1878	0	942	736	783	1667
13	1877	0	942	739	781	1627
14	1876	0	939	736	781	1638
15	1879	0	940	735	781	1595
0	1877	0	944	736	781	1618
1	1879	0	941	735	783	1584
2	1878	0	941	733	778	1619
3	1879	0	937	733	779	1601
4	1885	0	937	736	775	1655
5	1879	0	942	731	780	1616
6	1882	0	941	730	777	1663
7	1882	0	943	730	780	1639
8	1878	0	942	732	776	1680
9	1878	0	939	730	780	1611
10	1875	0	943	731	779	1226
11	1885	0	944	734	781	1104
12	1879	0	942	736	781	3221
13	1879	0	939	735	778	3774
14	1877	0	937	734	780	3776
15	1879	0	938	731	779	1990
0	1881	0	943	732	779	1142
1	1878	0	939	734	784	1758
2	1877	0	934	731	783	1437
3	1878	0	932	733	772	1497
4	1881	0	939	730	778	1520
5	1882	0	944	731	773	1491
6	1881	0	944	731	784	1555
7	1886	0	937	729	787	1510
8	1878	0	928	730	784	1568
9	1881	0	933	733	781	1563
10	1882	0	935	733	777	1605
11	1879	0	943	735	779	1583
12	1879	0	944	735	780	1623
13	1877	0	943	734	775	1623
14	1880	0	944	734	780	1695
15	1879	0	943	734	781	1677
0	1885	0	941	731	784	1757
1	1886	0	938	730	783	1755
2	1886	0	939	731	781	1808
3	1887	0	935	734	784	1774
4	1878	0	941	731	779	1807
5	1881	0	939	733	780	1755
6	1882	0	940	733	781	1774
7	1882	0	941	734	781	1709
8	1881	0	942	733	783	1713
9	1880	0	941	733	783	1649
10	1879	0	944	736	783	1653
11	1881	0	943	735	784	1602
12	1880	0	941	738	782	1630
13	1878	0	938	737	777	1616
14	1879	0	942	734	784	1655
15	1879	0	939	733	785	1637
0	1887	0	931	735	781	1671
1	1879	0	935	736	780	1643
2	1886	0	935	736	781	1697
3	1879	0	939	736	783	1650
4	1886	0	935	735	781	1680
5	1882	0	937	734	775	1651
6	1886	0	939	739	780	1678
7	1879	0	944	734	784	1639
8	1878	0	943	730	783	1673
9	1879	0	939	731	782	1643
10	1879	0	939	733	779	1674
11	1881	0	938	729	778	1636
12	1886	0	942	733	780	1673
13	1886	0	943	734	779	1637
14	1882	0	943	736	780	1680
15	1886	0	942	736	779	1637
0	1879	0	939	736	781	1679
1	1878	0	935	735	781	1637
2	1883	0	939	736	778	1686
3	1881	0	944	737	781	1641
4	1885	0	940	738	784	1661
5	1879	0	940	736	784	1623
6	1879	0	939	735	783	1653
7	1882	0	935	734	784	1626
8	1881	0	938	735	783	1693
9	1887	0	941	737	777	1680
10	1877	0	944	737	776	1713
11	1883	0	940	736	778	1669
12	1878	0	938	735	778	1706
13	1886	0	939	735	779	1684
14	1882	0	943	738	779	1718
15	1887	0	941	734	783	1427
0	1881	0	941	733	783	1107
1	1879	0	937	733	783	2576
2	1879	0	935	733	784	3774
3	1879	0	938	735	783	3775
4	1881	0	935	733	779	3070
5	1886	0	944	730	779	895
6	1881	0	944	731	784	1861
7	1879	0	935	732	784	1469
8	1887	0	934	739	774	1543
9	1882	0	943	733	782	1520
10	1882	0	939	733	780	1552
11	1880	0	944	731	785	1535
12	1882	0	939	733	793	1598
13	1885	0	937	735	786	1559
14	1879	0	931	732	781	1609
15	1882	0	933	731	780	1584
0	1882	0	937	733	783	1637
1	1882	0	943	734	781	1616
2	1882	0	944	735	775	1677
3	1881	0	944	736	778	1653
4	1886	0	943	734	778	1719
5	1881	0	942	738	781	1712
6	1882	0	942	734	782	1769
7	1882	0	937	736	782	1762
8	1879	0	935	738	779	1824
9	1882	0	939	736	780	1797
10	1881	0	941	736	784	1821
11	1879	0	941	735	782	1764
12	1881	0	938	735	779	1797
13	1882	0	938	734	782	1728
14	1881	0	942	732	781	1739
15	1881	0	941	736	778	1667
0	1883	0	944	733	780	1680
1	1881	0	944	731	781	1639
2	1879	0	941	733	777	1682
3	1881	0	942	734	783	1633
4	1888	0	942	733	784	1677
5	1881	0	935	734	782	1653
6	1884	0	934	730	782	1697
7	1883	0	940	737	782	1655
8	1888	0	937	736	782	1691
9	1879	0	937	739	782	1649
10	1881	0	938	736	779	1685
11	1879	0	938	736	781	1648
12	1883	0	937	743	780	1680
13	1882	0	937	735	780	1642
14	1882	0	941	735	781	1681
15	1881	0	939	736	783	1650
0	1886	0	935	735	779	1681
1	1883	0	937	735	780	1657
2	1879	0	943	735	779	1695
3	1882	0	944	730	781	1661
4	1887	0	944	731	782	1695
5	1881	0	938	733	785	1654
6	1882	0	935	731	784	1699
7	1881	0	936	732	784	1658
8	1881	0	938	734	781	1701
9	1884	0	939	734	782	1669
10	1882	0	940	735	780	1710
11	1883	0	938	734	782	1667
12	1881	0	944	737	780	1711
13	1882	0	939	737	782	1670
14	1885	0	939	735	782	1705
15	1886	0	940	735	784	1680
0	1887	0	938	735	784	1718
1	1882	0	938	734	783	1676
2	1881	0	935	731	782	1715
3	1880	0	935	732	782	1675
4	1883	0	935	734	782	1699
5	1890	0	937	731	783	1657
6	1881	0	935	733	782	1680
7	1881	0	938	733	781	1649
8	1881	0	939	735	782	1726
9	1883	0	939	735	781	1710
10	1883	0	941	737	782	1744
11	1883	0	941	736	780	1696
12	1881	0	938	734	784	1744
13	1883	0	944	732	782	1709
14	1883	0	941	733	783	1749
15	1881	0	937	733	782	1516
0	1883	0	939	734	779	1156
1	1889	0	939	735	779	2343
2	1883	0	939	734	781	3774
3	1883	0	939	734	783	3773
4	1883	0	939	736	774	3311
5	1882	0	943	734	784	921
6	1879	0	937	733	787	1862
7	1885	0	935	736	786	1520
8	1881	0	930	736	777	1562
9	1884	0	942	737	774	1558
10	1885	0	941	736	774	1584
11	1883	0	947	734	784	1569
12	1890	0	949	734	784	1608
13	1889	0	938	733	787	1577
14	1888	0	935	734	785	1629
15	1888	0	933	733	782	1602
0	1884	0	941	734	783	1654
1	1883	0	941	736	779	1619
2	1883	0	941	736	779	1686
3	1888	0	942	736	783	1669
4	1882	0	941	735	777	1731
5	1887	0	942	735	778	1717
6	1882	0	942	734	779	1778
7	1883	0	941	736	784	1759
8	1880	0	939	735	784	1843
9	1881	0	937	737	783	1830
10	1883	0	936	735	783	1866
11	1883	0	937	734	787	1802
12	1883	0	938	731	784	1824
13	1885	0	939	735	785	1762
14	1884	0	938	733	784	1771
15	1882	0	940	734	778	1687
0	1885	0	941	735	780	1703
1	1890	0	942	733	784	1647
2	1883	0	944	738	784	1676
3	1883	0	939	734	782	1635
4	1883	0	943	731	783	1680
5	1883	0	940	733	784	1639
6	1885	0	933	734	783	1686
7	1884	0	934	737	783	1649
8	1888	0	939	735	784	1681
9	1885	0	941	736	782	1646
10	1883	0	937	737	784	1683
11	1883	0	940	737	783	1646
12	1885	0	942	736	782	1682
13	1881	0	939	736	781	1641
14	1883	0	944	738	782	1681
15	1879	0	941	735	781	1639
0	1882	0	942	735	781	1680
1	1883	0	935	737	784	1646
2	1882	0	942	736	784	1680
3	1882	0	943	734	784	1638
4	1883	0	935	735	784	1678
5	1884	0	937	737	783	1642
6	1885	0	939	731	782	1680
7	1888	0	944	734	781	1645
8	1883	0	944	734	778	1686
9	1882	0	943	733	778	1647
10	1883	0	939	733	784	1681
11	1887	0	939	736	784	1650
12	1884	0	937	734	783	1712
13	1889	0	934	739	781	1657
14	1889	0	935	732	783	1706
15	1884	0	937	737	783	1669
0	1887	0	940	737	779	1709
1	1884	0	935	735	783	1667
2	1882	0	941	734	783	1710
3	1882	0	938	733	783	1666
4	1884	0	941	734	783	1695
5	1882	0	944	737	778	1664
6	1882	0	939	735	775	1741
7	1885	0	944	736	775	1707
8	1885	0	939	733	779	1778
9	1882	0	940	733	779	1726
10	1883	0	941	738	779	1727
11	1886	0	937	733	779	1680
12	1887	0	941	735	778	1729
13	1882	0	943	735	779	1692
14	1883	0	942	735	779	1680
15	1883	0	938	735	782	1207
0	1889	0	939	734	779	1646
1	1885	0	938	734	784	3643
2	1886	0	938	735	782	3771
3	1885	0	937	735	779	3778
4	1883	0	942	735	784	1280
5	1885	0	940	736	780	1548
6	1886	0	944	736	784	1697
7	1882	0	938	736	779	1467
8	1885	0	935	738	777	1598
9	1885	0	937	734	779	1546
10	1886	0	943	736	779	1600
11	1885	0	941	735	783	1570
12	1883	0	941	734	786	1625
13	1890	0	935	730	784	1600
14	1885	0	931	733	781	1656
15	1883	0	933	731	778	1616
0	1885	0	939	734	775	1676
1	1885	0	944	735	774	1655
2	1883	0	944	734	774	1714
3	1886	0	944	736	777	1701
4	1883	0	944	733	779	1776
5	1887	0	936	735	788	1766
6	1883	0	934	733	785	1838
7	1883	0	935	733	784	1822
8	1883	0	935	734	783	1872
9	1886	0	939	734	781	1837
10	1885	0	939	733	782	1867
11	1882	0	938	734	781	1808
12	1884	0	939	737	779	1825
13	1883	0	939	735	782	1757
14	1883	0	939	731	780	1758
15	1887	0	941	734	780	1690
0	1885	0	943	733	779	1706
1	1884	0	943	732	778	1648
2	1885	0	937	736	778	1684
3	1887	0	944	734	780	1664
4	1883	0	945	733	784	1696
5	1883	0	943	731	779	1666
6	1885	0	943	737	782	1711
7	1885	0	940	737	777	1678
8	1883	0	938	735	779	1728
9	1882	0	939	734	779	1681
10	1884	0	935	733	775	1714
11	1885	0	939	734	777	1680
12	1891	0	938	738	779	1728
13	1883	0	941	736	783	1685
14	1883	0	941	731	779	1722
15	1887	0	941	733	775	1679
0	1883	0	943	736	777	1705
1	1889	0	942	733	779	1663
2	1883	0	943	738	781	1710
3	1887	0	939	735	783	1680
4	1884	0	944	735	782	1712
5	1882	0	937	734	784	1669
6	1885	0	939	737	779	1712
7	1883	0	939	735	779	1666
8	1889	0	940	736	784	1702
9	1885	0	937	736	779	1667
10	1883	0	938	735	782	1713
11	1888	0	942	736	779	1680
12	1883	0	940	735	781	1713
13	1884	0	935	735	784	1678
14	1886	0	942	731	782	1719
15	1883	0	939	735	783	1678
0	1886	0	942	731	781	1728
1	1884	0	943	731	782	1685
2	1883	0	941	732	775	1702
3	1882	0	941	735	779	1671
4	1885	0	941	731	782	1745
5	1883	0	942	738	784	1722
6	1890	0	938	735	781	1788
7	1888	0	944	736	780	1730
8	1890	0	941	735	782	1725
9	1883	0	938	737	776	1680
10	1883	0	941	737	782	1721
11	1885	0	941	739	775	1682
12	1883	0	941	739	778	1711
13	1887	0	937	740	780	1299
14	1885	0	941	739	779	1495
15	1889	0	941	737	778	3232
0	1882	0	939	734	781	3776
1	1888	0	942	737	779	3777
2	1883	0	941	737	779	1363
3	1883	0	944	734	779	1513
4	1885	0	942	736	781	1703
5	1883	0	941	733	779	1470
6	1888	0	934	735	779	1590
7	1882	0	935	733	777	1527
8	1888	0	942	738	775	1596
9	1889	0	946	734	778	1553
10	1882	0	944	734	782	1607
11	1889	0	937	735	784	1573
12	1885	0	931	738	781	1639
13	1882	0	930	734	778	1607
14	1879	0	933	735	777	1666
15	1882	0	943	734	774	1650
0	1883	0	941	737	777	1710
1	1882	0	939	735	779	1694
2	1882	0	941	737	778	1761
3	1883	0	944	736	779	1747
4	1881	0	939	733	778	1833
5	1882	0	941	733	778	1798
6	1881	0	941	734	779	1873
7	1883	0	941	735	777	1837
8	1879	0	938	733	778	1857
9	1882	0	941	735	777	1805
10	1883	0	937	735	779	1823
11	1882	0	941	737	778	1755
12	1883	0	938	736	781	1762
13	1880	0	939	735	774	1678
14	1882	0	938	739	775	1698
15	1885	0	941	739	775	1631
0	1885	0	941	741	778	1668
1	1882	0	942	742	772	1629
2	1882	0	943	740	777	1673
3	1882	0	943	736	775	1633
4	1881	0	943	738	775	1692
5	1887	0	939	739	775	1662
6	1882	0	941	737	775	1702
7	1882	0	943	738	774	1655
8	1881	0	943	737	781	1697
9	1882	0	942	738	776	1661
10	1888	0	943	735	775	1703
11	1885	0	938	737	775	1648
12	1882	0	941	736	774	1684
13	1889	0	942	736	780	1635
14	1883	0	939	736	775	1680
15	1883	0	939	738	777	1639
0	1883	0	943	737	775	1680
1	1883	0	939	737	778	1643
2	1888	0	943	735	774	1677
3	1882	0	940	736	779	1642
4	1883	0	940	741	775	1675
