#scientisst_nseq	scientisst_raw_AI1	scientisst_raw_AI2	scientisst_raw_AI3	scientisst_raw_AI4	scientisst_raw_AI5	scientisst_raw_AI6
8	0	0	757	765	580	0
5	0	0	753	766	583	0
10	0	0	753	765	579	0
7	0	0	754	765	578	0
12	0	0	755	763	578	0
9	0	0	754	763	579	0
14	0	0	754	765	578	0
11	0	0	757	765	577	0
0	0	0	752	765	578	0
13	0	0	754	767	578	0
2	0	0	753	768	581	0
15	0	0	752	767	581	0
4	0	0	752	763	579	0
1	0	0	753	764	580	0
6	0	0	753	765	579	0
3	0	0	758	765	580	0
8	0	0	752	767	581	0
5	0	0	753	765	580	0
10	0	0	755	763	580	0
7	0	0	754	761	582	0
12	0	0	758	766	585	0
9	0	0	752	761	579	0
14	0	0	752	772	578	0
11	0	0	759	765	580	0
0	0	0	756	763	583	0
13	0	0	752	763	579	0
2	0	0	753	763	579	0
15	0	0	752	762	578	0
4	0	0	755	767	578	0
1	0	0	757	763	578	0
6	0	0	752	768	582	0
3	0	0	753	765	579	0
8	0	0	753	768	583	0
5	0	0	754	763	576	0
10	0	0	753	763	579	0
7	0	0	757	765	580	0
12	0	0	755	769	581	0
9	0	0	753	763	581	0
14	0	0	754	769	581	0
11	0	0	754	765	577	0
0	0	0	753	765	581	0
