#scientisst_nseq	scientisst_raw_AI1	scientisst_raw_AI2	scientisst_raw_AI3	scientisst_raw_AI4	scientisst_raw_AI5	scientisst_raw_AI6
6	0	575	765	752	0	0
7	0	574	765	752	0	0
8	0	571	763	752	0	0
9	0	571	759	753	0	0
10	0	571	762	752	0	0
11	0	576	761	752	0	0
12	0	576	759	752	0	0
13	0	572	763	755	0	0
14	0	569	761	753	0	0
15	0	567	761	752	0	0
0	0	562	762	751	0	0
1	0	570	753	757	0	0
2	0	562	753	793	0	0
3	0	567	746	816	0	0
4	0	576	750	849	0	0
5	0	589	757	865	0	0
6	0	608	750	840	0	0
7	0	586	755	821	0	0
8	0	562	769	778	0	0
9	0	551	768	706	0	0
10	0	576	769	684	0	0
11	0	576	774	691	0	0
12	0	576	775	695	0	0
13	0	580	763	734	0	0
14	0	534	755	766	0	0
15	0	591	756	762	0	0
0	0	575	771	759	0	0
1	0	550	777	733	0	0
2	0	581	769	709	0	0
3	0	559	770	683	0	0
4	0	576	762	656	0	0
5	0	587	781	703	0	0
6	0	566	752	715	0	0
7	0	557	765	749	0	0
8	0	590	752	781	0	0
9	0	570	757	784	0	0
10	0	569	765	768	0	0
11	0	568	761	752	0	0
12	0	570	764	734	0	0
13	0	569	767	735	0	0
14	0	571	766	752	0	0
15	0	566	756	768	0	0
0	0	569	755	773	0	0
1	0	577	752	768	0	0
2	0	576	752	768	0	0
3	0	571	762	784	0	0
4	0	573	768	797	0	0
5	0	578	760	763	0	0
6	0	571	784	738	0	0
7	0	561	757	719	0	0
8	0	558	755	720	0	0
9	0	555	767	747	0	0
10	0	569	768	762	0	0
11	0	565	759	769	0	0
12	0	563	769	761	0	0
13	0	560	778	749	0	0
14	0	569	761	736	0	0
15	0	565	763	723	0	0
0	0	569	769	717	0	0
1	0	576	762	723	0	0
2	0	569	782	723	0	0
3	0	587	772	709	0	0
4	0	589	784	663	0	0
5	0	634	738	689	0	0
6	0	583	752	682	0	0
7	0	548	741	692	0	0
8	0	528	766	718	0	0
9	0	561	784	743	0	0
10	0	592	780	720	0	0
11	0	579	793	669	0	0
12	0	565	800	624	0	0
13	0	607	754	655	0	0
14	0	599	768	686	0	0
15	0	578	781	692	0	0
0	0	571	768	690	0	0
1	0	570	785	675	0	0
2	0	578	752	670	0	0
3	0	573	779	672	0	0
4	0	576	778	685	0	0
5	0	611	761	656	0	0
6	0	626	752	626	0	0
7	0	614	743	576	0	0
8	0	619	753	564	0	0
9	0	660	785	592	0	0
10	0	695	782	603	0	0
11	0	661	802	586	0	0
12	0	651	816	564	0	0
13	0	666	816	547	0	0
14	0	688	810	554	0	0
15	0	693	770	545	0	0
0	0	681	752	537	0	0
1	0	674	736	529	0	0
2	0	657	752	529	0	0
3	0	656	771	510	0	0
4	3773	647	796	511	0	0
5	0	658	791	520	0	0
6	3774	661	793	528	0	0
7	0	655	790	544	0	0
8	0	640	769	547	0	0
9	0	642	770	563	0	0
10	0	644	783	566	0	0
11	0	643	784	576	0	0
12	0	635	768	594	0	0
13	0	632	739	618	0	0
14	0	619	756	624	0	0
15	0	598	784	644	0	0
0	0	601	766	656	0	0
1	0	597	770	673	0	0
2	0	579	784	704	0	0
3	0	564	775	727	0	0
4	0	559	775	741	0	0
5	0	534	783	741	0	0
6	0	546	766	725	0	0
7	0	528	777	704	0	0
8	0	525	762	678	0	0
9	0	525	765	670	0	0
10	0	523	768	683	0	0
11	0	526	763	710	0	0
12	0	557	758	746	0	0
13	3777	547	752	753	0	0
14	3777	543	731	753	0	0
15	3777	567	771	754	0	0
0	3777	550	793	756	0	0
1	3775	579	753	771	0	0
2	3776	591	777	795	0	0
3	3778	584	800	816	0	0
4	0	614	773	825	0	0
5	0	654	771	821	0	0
6	0	640	781	837	0	0
7	0	644	773	848	0	0
8	0	637	764	843	0	0
9	0	631	735	843	0	0
10	0	627	720	832	0	0
11	0	605	734	830	0	0
12	0	613	752	834	0	0
13	0	624	768	835	0	0
14	0	639	777	829	0	0
15	0	653	779	841	0	0
0	0	663	782	859	0	0
1	0	677	778	880	0	0
2	0	668	783	899	0	0
3	0	675	763	973	0	0
4	0	656	771	944	0	0
5	0	656	778	915	0	0
6	0	655	773	880	0	0
7	0	655	751	853	0	0
8	0	624	753	859	0	0
9	0	619	750	863	0	0
10	0	637	752	865	0	0
11	0	656	750	868	0	0
12	0	659	729	880	0	0
13	0	688	753	895	0	0
14	0	668	721	924	0	0
15	0	653	718	948	0	0
0	0	656	720	976	0	0
1	0	667	739	976	0	0
2	0	670	777	945	0	0
3	0	660	784	883	0	0
4	0	623	800	821	0	0
5	0	554	723	727	0	0
6	0	653	726	816	0	0
7	0	777	734	960	0	0
8	0	791	722	1051	0	0
9	0	747	718	1075	0	0
10	0	704	752	1056	0	0
11	0	719	761	1019	0	0
12	3774	747	765	965	0	0
13	0	774	752	917	0	0
14	0	803	760	896	0	0
15	0	781	724	882	0	0
0	0	761	757	915	0	0
1	0	764	751	924	0	0
2	403	768	750	941	0	0
3	0	768	757	950	0	0
4	0	771	766	974	0	0
5	0	781	750	976	0	0
6	0	778	739	975	0	0
7	0	778	731	965	0	0
8	0	784	727	941	0	0
9	0	784	740	913	0	0
10	0	773	738	890	0	0
11	0	767	726	875	0	0
12	0	779	720	870	0	0
13	0	785	719	878	0	0
14	0	787	709	871	0	0
15	0	789	720	869	0	0
0	0	778	749	898	0	0
1	0	739	757	910	0	0
2	0	787	713	937	0	0
3	2159	817	725	951	0	0
4	3515	791	784	945	0	0
5	3776	784	743	912	0	0
6	0	768	734	912	0	0
7	0	757	735	966	0	0
8	0	772	729	1029	0	0
9	0	809	723	1072	0	0
10	0	802	719	1073	0	0
11	0	817	736	1072	0	0
12	0	811	742	1051	0	0
13	0	810	751	1003	0	0
14	0	794	751	965	0	0
15	0	783	770	953	0	0
0	0	788	762	928	0	0
1	0	807	754	933	0	0
2	0	803	754	946	0	0
3	1401	827	781	903	0	0
4	0	809	816	863	0	0
5	3773	766	784	871	0	0
6	3776	812	738	869	0	0
7	3786	831	752	899	0	0
8	0	848	757	963	0	0
9	2349	864	731	974	0	0
10	0	858	714	1002	0	0
11	0	846	704	971	0	0
12	0	816	738	924	0	0
13	0	810	767	873	0	0
14	0	810	774	865	0	0
15	0	811	761	877	0	0
0	0	794	736	934	0	0
1	0	794	724	975	0	0
2	0	816	735	980	0	0
3	0	818	751	968	0	0
4	0	815	762	947	0	0
5	0	815	754	933	0	0
6	0	795	761	940	0	0
7	0	784	752	938	0	0
8	0	783	755	942	0	0
9	0	799	752	945	0	0
10	0	795	749	965	0	0
11	0	783	735	960	0	0
12	0	773	723	944	0	0
13	0	794	762	947	0	0
14	0	793	777	941	0	0
15	0	784	770	931	0	0
0	0	780	768	913	0	0
1	0	775	752	911	0	0
2	0	784	725	940	0	0
3	0	791	746	956	0	0
4	0	786	768	955	0	0
5	0	784	787	960	0	0
6	0	768	803	961	0	0
7	0	795	749	957	0	0
8	0	757	756	915	0	0
9	0	791	710	910	0	0
10	0	791	736	905	0	0
11	0	800	720	934	0	0
12	0	808	752	976	0	0
13	0	816	763	997	0	0
14	0	805	752	971	0	0
15	0	802	752	912	0	0
0	0	794	752	911	0	0
1	3778	805	742	912	0	0
2	0	802	752	905	0	0
3	3776	799	737	924	0	0
4	0	805	720	944	0	0
5	3773	813	710	960	0	0
6	2530	819	726	964	0	0
7	3776	819	752	967	0	0
8	3776	816	762	960	0	0
9	3777	812	757	946	0	0
10	3782	816	752	934	0	0
11	3776	816	725	923	0	0
12	3785	822	752	930	0	0
13	3775	822	749	917	0	0
14	3777	818	748	918	0	0
15	3776	816	749	932	0	0
0	3778	811	745	942	0	0
1	3778	814	750	941	0	0
2	3792	816	755	944	0	0
3	3776	821	765	944	0	0
4	3778	829	763	931	0	0
5	3783	830	748	937	0	0
6	3779	826	745	944	0	0
7	3773	823	742	941	0	0
8	3783	826	741	951	0	0
9	3776	822	739	942	0	0
10	3776	816	749	930	0	0
11	3778	814	751	930	0	0
12	3781	816	753	920	0	0
13	3774	831	752	927	0	0
14	3776	837	740	933	0	0
15	3776	833	740	944	0	0
0	3787	830	746	941	0	0
1	3774	829	742	939	0	0
2	3786	825	747	929	0	0
3	3782	825	747	930	0	0
4	3785	825	745	938	0	0
5	3779	825	746	934	0	0
6	3785	827	751	934	0	0
7	3774	823	745	937	0	0
8	3789	819	747	937	0	0
9	3776	817	747	943	0	0
10	3777	816	747	943	0	0
11	3781	816	745	942	0	0
12	3777	814	750	943	0	0
13	3782	807	760	939	0	0
14	3779	786	754	928	0	0
15	3774	819	753	946	0	0
0	3777	816	752	944	0	0
1	3777	818	752	944	0	0
2	3778	815	752	944	0	0
3	3775	817	749	943	0	0
4	3776	817	749	928	0	0
5	3787	832	744	912	0	0
6	3777	837	743	913	0	0
7	3776	823	747	923	0	0
8	3776	813	746	939	0	0
9	3773	807	752	943	0	0
10	3776	800	749	945	0	0
11	3775	802	751	945	0	0
12	3776	801	745	944	0	0
13	3776	807	739	942	0	0
14	3777	816	743	938	0	0
15	3773	816	743	937	0	0
0	3776	816	747	942	0	0
1	3781	810	750	943	0	0
2	813	807	749	944	0	0
3	3777	810	751	941	0	0
4	0	809	745	939	0	0
5	3776	807	744	940	0	0
6	0	805	742	939	0	0
7	843	807	748	943	0	0
8	0	806	746	944	0	0
9	0	813	740	944	0	0
10	0	816	740	940	0	0
11	0	814	740	928	0	0
12	0	807	745	929	0	0
13	0	801	747	938	0	0
14	0	811	749	942	0	0
15	0	809	747	942	0	0
0	0	805	749	941	0	0
1	0	801	752	937	0	0
2	385	816	742	944	0	0
3	3776	815	741	938	0	0
4	3776	809	742	944	0	0
5	3777	805	741	944	0	0
6	3785	803	745	939	0	0
7	3776	803	752	933	0	0
8	3785	805	747	944	0	0
9	3787	801	749	931	0	0
10	3776	804	742	944	0	0
11	3780	805	746	944	0	0
12	3777	802	750	918	0	0
13	3776	803	747	937	0	0
14	3776	809	741	949	0	0
15	325	807	745	952	0	0
0	0	803	748	938	0	0
1	0	802	752	928	0	0
2	0	803	746	935	0	0
3	0	802	744	944	0	0
4	0	801	743	946	0	0
5	0	801	745	944	0	0
6	0	803	746	944	0	0
7	0	804	743	940	0	0
8	0	805	741	934	0	0
9	0	802	745	939	0	0
10	0	802	745	939	0	0
11	0	802	746	941	0	0
12	0	800	748	942	0	0
13	0	799	749	941	0	0
14	0	799	741	944	0	0
15	0	799	743	944	0	0
0	0	803	743	939	0	0
1	0	800	741	943	0	0
2	0	801	743	944	0	0
3	0	802	747	941	0	0
4	0	799	742	940	0	0
5	0	794	745	942	0	0
6	0	794	742	939	0	0
7	0	795	746	944	0	0
8	0	800	743	944	0	0
9	3776	795	741	942	0	0
10	3776	798	743	939	0	0
11	3774	801	741	934	0	0
12	3782	799	742	934	0	0
13	3774	800	743	941	0	0
14	3785	799	749	944	0	0
15	3780	803	748	950	0	0
0	3789	803	744	940	0	0
1	3778	800	749	941	0	0
2	3776	798	747	942	0	0
3	3785	800	748	944	0	0
4	3776	806	749	937	0	0
5	3776	801	746	931	0	0
6	0	803	746	938	0	0
7	0	801	746	944	0	0
8	0	801	747	944	0	0
9	0	799	747	953	0	0
10	0	800	749	950	0	0
11	0	803	743	945	0	0
12	0	801	742	943	0	0
13	0	802	750	935	0	0
14	0	803	745	933	0	0
15	0	800	749	935	0	0
0	0	801	744	943	0	0
1	0	798	746	943	0	0
2	0	800	743	947	0	0
3	0	803	749	944	0	0
4	0	807	749	942	0	0
5	0	802	742	938	0	0
6	0	803	745	936	0	0
7	0	807	746	937	0	0
8	3787	801	746	939	0	0
9	3779	808	752	944	0	0
10	3777	801	745	944	0	0
11	3777	803	743	944	0	0
12	3784	802	744	944	0	0
13	3776	810	745	935	0	0
14	3789	806	748	933	0	0
15	3778	804	747	931	0	0
0	3776	803	747	933	0	0
1	3776	810	748	939	0	0
2	3776	800	746	938	0	0
3	3776	806	745	942	0	0
4	3777	801	743	946	0	0
5	3784	799	743	946	0	0
6	3776	798	743	945	0	0
7	3779	799	750	944	0	0
8	3785	797	745	940	0	0
9	3775	806	747	935	0	0
10	3779	801	746	940	0	0
11	3786	800	749	940	0	0
12	3787	799	747	938	0	0
13	3782	798	746	942	0	0
14	3777	799	743	944	0	0
15	3777	798	745	942	0	0
0	3779	801	742	941	0	0
1	3776	807	741	938	0	0
2	3789	801	742	932	0	0
3	3776	801	742	929	0	0
4	3787	803	745	939	0	0
5	3779	803	744	942	0	0
6	3774	803	747	943	0	0
7	3773	802	738	933	0	0
8	3778	797	743	931	0	0
9	3779	793	741	939	0	0
10	3777	798	746	944	0	0
11	3775	804	742	944	0	0
12	3776	805	742	940	0	0
13	3775	805	739	941	0	0
14	3775	800	741	937	0	0
15	3774	799	741	944	0	0
0	3776	799	741	950	0	0
1	3785	800	741	945	0	0
2	3776	797	742	942	0	0
3	3776	799	741	941	0	0
4	3775	800	743	939	0	0
5	3786	802	743	936	0	0
6	3775	802	740	937	0	0
7	3776	802	738	935	0	0
8	3776	797	742	939	0	0
9	3776	797	745	940	0	0
10	3777	796	746	943	0	0
11	3776	801	744	941	0	0
12	3787	800	741	940	0	0
13	3775	799	739	943	0	0
14	3776	799	741	944	0	0
15	3788	799	741	944	0	0
0	3776	797	740	936	0	0
1	3777	799	743	938	0	0
2	3774	796	746	942	0	0
3	3775	798	742	943	0	0
4	3781	796	743	944	0	0
5	3775	801	743	942	0	0
6	3776	797	750	941	0	0
7	3781	798	741	939	0	0
8	3787	800	741	942	0	0
9	3774	799	741	936	0	0
10	3774	800	745	940	0	0
11	3775	800	741	937	0	0
12	3783	801	745	938	0	0
13	3774	802	742	941	0	0
14	3776	803	742	939	0	0
15	3775	803	741	942	0	0
0	3774	799	742	944	0	0
1	3787	799	739	943	0	0
2	3776	801	741	944	0	0
3	3785	798	743	944	0	0
4	3776	800	741	941	0	0
5	3776	801	741	943	0	0
6	3776	797	743	942	0	0
7	3776	800	743	940	0	0
8	3777	802	745	939	0	0
9	3775	799	743	937	0	0
10	3777	803	741	943	0	0
11	3774	800	738	942	0	0
12	3778	799	739	940	0	0
13	3776	795	745	942	0	0
14	3774	795	743	939	0	0
15	3776	795	742	941	0	0
0	3776	794	743	941	0	0
1	3787	799	741	939	0	0
2	3775	802	739	940	0	0
3	3777	795	734	929	0	0
4	3777	798	743	919	0	0
5	3783	802	752	935	0	0
6	3776	807	746	945	0	0
7	3786	802	743	947	0	0
8	3787	803	743	944	0	0
9	3777	797	752	942	0	0
10	3142	800	741	939	0	0
11	3787	799	735	944	0	0
12	2844	801	745	944	0	0
13	1573	789	749	934	0	0
14	0	806	753	949	0	0
15	0	810	745	947	0	0
0	0	811	746	943	0	0
1	0	803	742	934	0	0
2	0	805	750	938	0	0
3	0	800	749	941	0	0
4	0	810	746	938	0	0
5	0	814	749	937	0	0
6	0	810	747	935	0	0
7	0	801	748	928	0	0
8	0	800	745	931	0	0
9	0	798	747	934	0	0
10	0	800	745	938	0	0
11	0	805	743	944	0	0
12	0	806	740	945	0	0
13	0	806	742	944	0	0
14	0	805	746	944	0	0
15	1014	806	746	937	0	0
0	2122	804	746	943	0	0
1	3783	810	743	941	0	0
2	3211	809	749	942	0	0
3	3774	807	746	944	0	0
4	3523	806	747	940	0	0
5	3776	803	741	944	0	0
6	1131	804	744	944	0	0
7	2704	810	738	944	0	0
8	547	802	746	938	0	0
9	2607	804	738	935	0	0
10	1006	802	741	937	0	0
11	3241	810	743	944	0	0
12	1595	807	742	944	0	0
13	3767	804	743	940	0	0
14	1911	805	747	943	0	0
15	3786	803	741	944	0	0
0	2000	805	747	944	0	0
1	3777	803	739	934	0	0
2	1872	800	737	938	0	0
3	3616	795	741	920	0	0
4	1472	803	752	938	0	0
5	3533	807	751	944	0	0
6	1882	805	747	950	0	0
7	3777	806	738	939	0	0
8	1699	806	741	941	0	0
9	3568	811	746	938	0	0
10	1892	805	743	938	0	0
11	3775	806	744	938	0	0
12	2311	802	743	937	0	0
13	3783	803	745	938	0	0
14	2331	803	741	937	0	0
15	3777	805	743	941	0	0
0	2448	802	746	942	0	0
1	3773	806	746	944	0	0
2	2181	804	745	941	0	0
3	3777	809	743	941	0	0
4	1945	809	746	938	0	0
5	3632	805	742	943	0	0
6	1674	807	743	935	0	0
7	3579	802	743	937	0	0
8	1971	801	751	937	0	0
9	3777	806	751	944	0	0
10	2433	806	745	940	0	0
11	3774	805	749	941	0	0
12	2644	810	747	941	0	0
13	3777	807	746	938	0	0
14	3787	805	741	935	0	0
15	3778	807	742	940	0	0
0	1363	805	747	938	0	0
1	2832	805	742	944	0	0
2	951	807	743	942	0	0
3	2455	806	737	934	0	0
4	831	803	743	938	0	0
5	2469	807	745	940	0	0
6	929	807	748	944	0	0
7	2817	816	747	944	0	0
8	1289	810	744	939	0	0
9	2937	811	743	934	0	0
10	1246	807	745	934	0	0
11	2838	809	742	939	0	0
12	1216	810	746	939	0	0
13	2899	806	747	938	0	0
14	1349	805	746	942	0	0
15	3044	806	746	942	0	0
0	1441	808	742	944	0	0
1	3056	811	746	941	0	0
2	1386	808	749	942	0	0
3	2896	806	747	938	0	0
4	1296	804	748	938	0	0
5	2750	805	746	938	0	0
6	1187	806	743	942	0	0
7	2690	808	747	938	0	0
8	1088	813	745	937	0	0
9	2647	811	751	939	0	0
10	1153	812	748	944	0	0
11	2799	813	746	943	0	0
12	1200	806	749	946	0	0
13	2622	814	750	941	0	0
14	1037	805	746	939	0	0
15	2503	811	745	935	0	0
0	970	811	749	942	0	0
1	2430	813	745	938	0	0
2	877	814	741	941	0	0
3	2297	811	741	941	0	0
4	744	815	743	940	0	0
5	2279	812	746	939	0	0
6	811	806	747	935	0	0
7	2362	812	747	940	0	0
8	851	811	745	944	0	0
9	2298	810	741	940	0	0
10	825	813	745	941	0	0
11	2375	811	742	939	0	0
12	896	810	748	942	0	0
13	2311	810	745	941	0	0
14	745	809	742	942	0	0
15	2226	809	743	934	0	0
0	752	813	747	935	0	0
1	2288	809	742	930	0	0
2	912	815	744	937	0	0
3	2466	813	743	942	0	0
4	974	814	747	945	0	0
5	2358	811	750	944	0	0
6	714	812	746	942	0	0
7	2101	815	743	943	0	0
8	606	811	742	944	0	0
9	2179	813	747	940	0	0
10	848	813	746	939	0	0
11	2417	810	745	941	0	0
12	976	816	746	937	0	0
13	2377	814	746	939	0	0
14	837	807	746	943	0	0
15	2278	810	743	942	0	0
0	735	814	742	937	0	0
1	2266	810	745	940	0	0
2	1709	811	748	937	0	0
3	3776	816	741	937	0	0
4	2571	813	741	938	0	0
5	2387	810	741	939	0	0
6	976	815	749	939	0	0
7	2490	811	747	944	0	0
8	1186	811	743	941	0	0
9	2800	810	743	933	0	0
10	1438	810	746	933	0	0
11	2762	810	746	944	0	0
12	1196	816	747	944	0	0
13	2503	813	741	939	0	0
14	1093	812	746	935	0	0
15	2528	814	742	935	0	0
0	1230	815	747	937	0	0
1	2704	815	747	939	0	0
2	1314	811	745	938	0	0
3	2608	809	746	938	0	0
4	1108	809	742	939	0	0
5	2443	811	749	942	0	0
6	1096	807	743	943	0	0
7	2512	814	743	936	0	0
8	1187	811	741	939	0	0
9	2534	811	746	940	0	0
10	1150	813	749	943	0	0
11	2407	812	745	943	0	0
12	926	809	744	941	0	0
13	2246	810	741	941	0	0
14	947	807	743	935	0	0
15	2352	815	745	938	0	0
0	1050	807	742	944	0	0
1	2320	815	743	942	0	0
2	870	813	746	941	0	0
3	2134	811	747	940	0	0
4	784	810	748	944	0	0
5	2089	809	744	940	0	0
6	768	813	742	941	0	0
7	2135	806	743	943	0	0
8	880	806	745	939	0	0
9	2291	809	741	943	0	0
10	1055	811	746	939	0	0
11	2458	811	747	943	0	0
12	1147	812	746	939	0	0
13	2383	809	744	944	0	0
14	976	809	745	944	0	0
15	2302	805	743	944	0	0
0	1018	802	746	943	0	0
1	2393	802	749	939	0	0
2	1104	807	746	944	0	0
3	2502	803	743	939	0	0
4	1236	807	749	938	0	0
5	2558	809	745	937	0	0
6	1197	810	743	938	0	0
7	2544	806	747	939	0	0
8	1276	805	745	938	0	0
9	2597	805	745	943	0	0
10	1213	806	747	940	0	0
11	2482	805	746	943	0	0
12	1081	810	747	939	0	0
13	2309	810	747	935	0	0
14	898	806	746	942	0	0
15	2081	807	747	940	0	0
0	602	806	746	939	0	0
1	1853	802	744	935	0	0
2	467	805	746	941	0	0
3	1776	803	744	939	0	0
4	363	806	745	938	0	0
5	1430	807	747	944	0	0
6	508	806	743	939	0	0
7	2752	806	742	937	0	0
8	1661	802	743	938	0	0
9	1691	802	745	942	0	0
10	0	803	746	944	0	0
11	1325	802	749	944	0	0
12	0	805	747	944	0	0
13	1200	809	741	940	0	0
14	0	804	746	932	0	0
15	1258	804	748	939	0	0
0	75	809	747	943	0	0
1	1517	807	750	945	0	0
2	195	808	744	942	0	0
3	1456	805	748	937	0	0
4	76	802	745	939	0	0
5	1456	801	747	942	0	0
6	275	802	743	942	0	0
7	1633	807	747	944	0	0
8	293	802	743	941	0	0
9	1703	809	744	943	0	0
10	496	804	745	944	0	0
11	1871	803	742	944	0	0
12	560	800	741	943	0	0
13	1886	800	742	942	0	0
14	598	801	741	939	0	0
15	1971	809	746	939	0	0
0	707	806	745	936	0	0
1	2000	806	749	935	0	0
2	689	805	745	938	0	0
3	2076	804	743	939	0	0
4	813	803	747	944	0	0
5	2169	801	743	943	0	0
6	876	801	742	944	0	0
7	2222	801	747	944	0	0
8	941	802	743	943	0	0
9	2234	806	742	937	0	0
10	899	805	741	941	0	0
11	2229	805	743	939	0	0
12	1000	804	742	940	0	0
13	2331	809	742	935	0	0
14	1034	803	746	937	0	0
15	2257	802	746	939	0	0
0	867	803	745	942	0	0
1	2096	806	747	939	0	0
2	682	803	746	942	0	0
3	1923	803	743	941	0	0
4	543	803	744	941	0	0
5	1818	805	741	942	0	0
6	375	802	742	943	0	0
7	1712	807	741	944	0	0
8	348	806	743	944	0	0
9	1729	803	750	944	0	0
10	321	801	746	940	0	0
11	1707	799	747	942	0	0
12	386	805	743	940	0	0
13	1781	803	739	939	0	0
14	432	806	743	938	0	0
15	1847	803	741	941	0	0
0	450	804	742	941	0	0
1	1792	802	745	944	0	0
2	368	798	743	941	0	0
3	1862	798	742	942	0	0
4	384	801	739	939	0	0
5	1662	801	743	938	0	0
6	962	806	742	936	0	0
7	3429	807	741	938	0	0
8	2443	802	741	938	0	0
9	2213	803	742	942	0	0
10	758	801	741	943	0	0
11	2466	801	742	944	0	0
12	850	799	736	943	0	0
13	2078	813	746	934	0	0
14	407	803	743	943	0	0
15	2304	806	742	944	0	0
0	832	806	743	938	0	0
1	2166	803	741	940	0	0
2	771	805	739	935	0	0
3	2176	801	743	939	0	0
4	813	799	741	943	0	0
5	2192	799	743	945	0	0
6	743	799	741	943	0	0
7	2150	801	743	945	0	0
8	710	803	743	943	0	0
9	2144	803	738	941	0	0
10	704	805	741	944	0	0
11	2145	802	743	941	0	0
12	816	801	742	941	0	0
13	2192	802	741	938	0	0
